,budget,duration,id,job_type,skills,snippet,title,workload,country,feedback,jobs_posted,past_hires,payment_verification_status,reviews_count
290,0.0,More than 6 months,~01c1793d4226145577,Hourly,"['curl', 'data-mining', 'data-scraping', 'node.js', 'php', 'phpbb', 'python', 'web-crawler', 'web-scraping', 'xml']","The Role:As a Web Data Extraction Specialist at finder.com.au, youll be working closely with the publishing and editorial team to design and create reusable tools to automate data scraping from a variety of websites and APIs.  You will be putting your skills to good use - helping consumers make informed decisions based on the data youve scraped.Youll work on data extraction across a number of our niches, including topics such as credit cards, shopping, home loans, travel and telco. Your work will vary day-to-day, but you will have a primary responsibility of automating and managing our data scraping infrastructure.Who you are:We are looking for a data specialist with experience in large scale web data scraping, processing and normalisation.  You should already have the programming skills required build these tools using libraries you are familiar with.  While we prefer tools built in PHP, Python or Node.js, we will not be limiting your choice of language and libraries if youre able to achieve the same outcome.To be successful in this role, you need to have a passion for helping consumers make decisions by building large datasets for analysis and comparison.  You've researched who we are and are excited by our mission and want to use your skills to support our content.Responsibilities:- Create reusable tools and processes to gather acquire or scrape both structured and unstructured data from a variety of data sources- Work closely with our publishing team to determine the data required and develop processes to normalise the data accordingly- Automate the processes to enable scheduled data extraction and normalisation tasks - Develop and maintain database infrastructure to store and manage large datasets- Construct database queries and export the data into a spreadsheet format for further analysis and processing",Web Data Extraction Specialist,Less than 10 hrs/week,Australia,4.931834487,393,474,VERIFIED,183
291,0.0,Less than 1 week,~01dd2ec1cc686f49c3,Hourly,[],"I need advice on setting up goals and funnels for my site.  I know how to set goals up, but I have multiple landing pages and two separate products, and as far as I know there are only 20 goal slots and you can't delete them.So I want to know the best way of monitoring multiple paths to the same goal from multiple landing pages",Google Analytics Advice - Goals,10-30 hrs/week,Australia,5.0,55,36,NOTVERIFIED,24
292,0.0,1 to 3 months,~01a7e5701749b41758,Hourly,"['google-analytics', 'google-tag-manager']","Looking for an experienced Google Analytics Specialist for a few small projects. First, I would like some help setting up own configuration / goals / funnel. Secondly, we have some client work in GAnalytics that we could use some help. Third I'll be looking for help setting up sharable reports & dashboards for some numerous reports using custom dimensions. Together, we will average 5 hours per week over the next month with strong growth opportunities. ",Google Analytics Specialist,10-30 hrs/week,Canada,5.0,38,31,VERIFIED,2
293,0.0,More than 6 months,~01a650ce8d5334eb43,Hourly,['tensorflow'],Looking for Tensor Flow Developer who can convert financial model into Tensor flow platform.,TENSOR FLOW PROJECT IN FINANCE,Less than 10 hrs/week,South Korea,4.9494444444,21,16,VERIFIED,11
294,500.0,,~01c2fcb77cea838782,Fixed,"['data-mining', 'microsoft-excel']","To provide current and historic credit ratings (Moody's, S&P, Fitch) for universe of US companies.For example, GE's credit rating from Moody's since 1995Freelancer will need experience of and access to Factset and/or similar company information database",FactSet screening,30+ hrs/week,United Kingdom,0.0,1,0,UNKNOWN,0
295,0.0,1 to 3 months,~01a292e7091f6627e9,Hourly,['ibm-watson'],"We have multi-year data sets that we need to find correlation between in order to for accurate predictions of new data.  We have monthly data from for the past four years, and will use new monthly data to test the predictions.",IBM Watson Expert Needed for predictive analysis,Less than 10 hrs/week,United States,4.0506611809,631,267,VERIFIED,155
296,0.0,3 to 6 months,~012d3d809152425ac6,Hourly,"['microsoft-sql-ssas', 'microsoft-sql-ssrs', 'ssis']",I am looking for a SSAS specialist to develop cubes. You should also be comfortable using SSIS and SSRS as well. You will need to be able to navigate existing cubes / reports / ETL and make changes as well as creating new processes.,SSAS specialist,10-30 hrs/week,,0.0,1,0,,0
297,300.0,,~015dec18891238a3f1,Fixed,"['google-analytics', 'google-analytics-api', 'ppc-advertising', 'seo', 'social-media-marketing']","Analytics & SEO jobHi all,We are a digital marketing agency based in London that began in 2003 at https://ipro.digital .Please reply ONLY on Upwork. We want people who have a passion for analytics but not pushy salespeople.We presently carry out our work ourselves but always seek new talent, especially now as we wish to expand, ideally for the long-term.Most of our clients are companies with very large turnovers.We also own a software that should be open to public soon, that maximises ROI (higher volume, lower per-unit cost).As a test run, we would invite applicants to suggest:(1) How we could work together in a way that will be able to capture website visitor data to increase sales.(2) What they would recommend for a basic analytics setup.(3) Advanced techniques that would benefit sales.Please ignore budget posted below. Budget really depends on what you can offer. We could pay a small amount of money for a basic setup (not an issue) but those who help us in the short-term will likely find themselves receiving larger payments in the long-term.Requirements:Polite, positive, motivated self-starter.Need a win-win attitude (you, us, clients, all round).Can speak English to a high level.Perfect SPG.Education to Undergraduate Degree level or higher; digital marketing and/or business background perferable.Strong Excel skills.Strong numeric literacy levels.Experience in setting up campaigns with multiple revenue streams (as above).At least 1 year of experience with Analytics.WE WILL ASK FOR EXAMPLES OF YOUR WORK AND PROOF.In your application, please:Tell us your Google Analytics IQ score.Provide up to 3 examples of your work - ideally represented by numbers instead of adjectives.Many thanks.",Experienced Analytics Expert required,30+ hrs/week,United Kingdom,5.0,4,2,VERIFIED,1
298,0.0,Less than 1 month,~01815308291c1215c3,Hourly,"['quantitative-analysis', 'stata', 'statistics', 'survey-design']","I am looking for an experienced data analyst with experience working with national surveys and is highly proficient in STATA (preferably) or SPSS.  This project will last approximately 3 weeks (with very firm deadlines). The applicant should be available to work at least 30 hours a week. Conduct multi-country data analyses, and provide a written report on the analysis. Technical skillsExperience working with survey dataProficient in STATA (preferably) or SPSSPersonal skillsMeticulous and self-motivated Dedicated to keeping project deadlines. ",Looking for a data analyst,30+ hrs/week,United States,0.0,1,1,VERIFIED,0
299,0.0,More than 6 months,~0127f1ba691da6a244,Hourly,"['data-mining', 'translation-chinese-english']","We'll need your help researching the most up-to-date status of wind and solar powerplants around the world. Most of the information should be available in English, however, knowledge of French, Spanish or German will definitely give you an edge. Powerplant status can be: Under construction < Partially commissioned < CommissionedUnder construction: the construction of the project had started. Either the developer announced project commenced construction or the is evidence of construction (turbine foundations completed etc.).Partially commissioned: the first turbine or first solar panels have been installed or grid connected. Commissioned: the project either completed construction or is fully grid connected. There are 19 powerplants in the attachment. If you'd like to get priority in our hiring, you may try to find the most up-to-date status for a few of these powerplants (at least 5) and submit with your application. However, this is not an application requirement. ",China Wind and Solar Powerplants - Status research,30+ hrs/week,United States,4.9364664184,477,691,VERIFIED,398
300,10.0,,~01563bd4a4f53fe370,Fixed,['microsoft-excel'],I NEED SOMEONE TO BUILD A SPREADSHEET THAT ADDS AND SUBTRACTS US DOLLARS IN COLUMNS AND ROWS. ,BUILD AN EXCEL SPREADSHEET WITH CALCULATING COLUMNS AND ROWS,30+ hrs/week,United States,3.4838096709,11,10,VERIFIED,6
301,250.0,,~0104fe2db892bace97,Fixed,"['quantitative-analysis', 'r', 'statistics']","Hi Upworkers:Looking to hire an experienced statistician, data scientist, phd student, or R programmer for a short project estimating some missing Twitter follower data. If the project is successful and we enjoy working with each other, there is an opportunity for many more projects. About working with me:- I have worked as a contractor in the past, so I know how much it sucks to have a bad client. I do my best to not be a bad client. - I try to provide detailed instructions (see attached) and respond quickly to emails.A successful candidate for this project:- Is curious, clever, and creative- Can do abstract problem solving- Writes reliable, readable code- Has a strong background in statistics- Communicates well- Is fun to work withPlease send me:- a fixed bid (I'm not sure how many hours this will take to do, so you can bid over $250 if you want)- your estimate of when you can start and finish the project- a sample of R code from a prior project- any questions you might have",Statistics project - estimate missing data,30+ hrs/week,United States,4.9625891591,41,28,VERIFIED,16
